好	a	女子
𭢙	dpoj	扌十罒心
𭢚	dpzy	扌十戈衣
𭢛	dttq	扌而而
𭢜	delq	扌隹辶
𭢝	dmrn	扌月龷日
𭢞	dirn	扌丷亚日
𭢟	dymm	扌衣夕夕
𭢠	dyux	扌亠冂木
𭢡	ddcl	扌彐氺辶
𭢢	dusv	扌羽人丶
𭢣	djhj	扌歹⺁目
𭢤	dycq	扌覀貝
𭢥	drck	扌艹氵口
𭢦	drge	扌艹癶天
𭢧	drhb	扌艹厂土
𭢨	dsro	扌亻龷用
𭢩	wdyd	豸彐手
𭢪	dtlq	扌言
𭢫	dkcx	扌白木
𭢬	dpul	扌户冂辶
𭢭	dgxq	扌亲斤
𭢮	dtjq	扌麻厶
𭢯	dyir	扌衣八
𭢰	dhke	扌了口虫
𭢱	afdn	女又手电
𭢲	dbsj	扌土人囬
𭢳	djjo	扌牙牙米
𭢴	dgzi	扌止戊少
𭢵	debl	扌㠯辶
𭢶	dpbq	扌門臼
𭢷	djbi	手自田
𭢸	dtlw	扌禾千二
𭢹	dtmj	扌麻丿厶
𭢺	dgit	扌立山而
𭢻	dwbq	扌鹿土
𭢼	dpje	扌宀必虫
𭢽	tdlv	麻手也
𭢾	dqol	扌一乙辶
𭢿	duvc	扌匕示氺
𭣀	dvbm	手黑土
𭣁	dicq	扌尚貝
𭣂	wkid	⺧口手
𭣃	dhin	扌尸丷日
𭣄	djth	扌臣儿
𭣅	drkv	扌廿口灬
𭣆	bixd	土丷干手
𭣇	dptc	扌十页
𭣈	kgid	口車凵手
𭣉	dpeq	扌門隹
𭣊	dtox	扌工木
𭣋	dgjh	扌亲目儿
𭣌	doql	扌罒一辶
𭣍	drbp	扌艹十
𭣎	drnu	扌艹日糸
𭣏	dtip	扌禾丷十
𭣐	dzqr	扌弓一乂
𭣑	ffju	王王必匕
𭣒	tdsi	麻手人八
𭣓	dbov	扌⺽乙火
𭣔	qovv	一乙丶丶
𭣕	qlom	一丨乙丿
𭣖	xpfv	丬十又
𭣗	pfki	十又口八
𭣘	pfaj	十又勹巳
𭣙	pudf	冖丁又
𭣚	rnqv	龷日一丶
𭣛	bixf	土丷干又
𭣜	ixpf	尚木十又
𭣝	ijpf	尚牙十又
𭣞	pouf	十罒彡又
𭣟	uepf	羽隹十又
𭣠	tekf	亼吅又
𭣡	hfom	了攵
𭣢	slvf	亻丨⺊又
𭣣	xfvm	丬攵
𭣤	jfqm	歹攵
𭣥	kflm	史攵
𭣦	adfm	⺈彐攵
𭣧	fwlf	又二丨攵
𭣨	xvfm	斤丶攵
𭣩	rifo	屮凵攵
𭣪	hjvf	厂丶攵
𭣫	vdqf	⺊彐一攵
𭣬	vifl	上小攵
𭣭	ijhf	八厶儿又
𭣮	wufm	牛冂攵
𭣯	xuvf	木冂⺊又
𭣰	adqf	⺈彐一攵
𭣱	rxfm	乂朩攵
𭣲	mhfm	子攵
𭣳	ikhf	丷口儿又
𭣴	xkvf	木口⺊又
𭣵	rzfq	龷弓攵
𭣶	ubkf	⺆土口攵
𭣷	rrmf	乂乂月又
𭣸	phvf	子⺊又
𭣹	rmvf	龷月⺊又
𭣺	ryfq	龷方攵
𭣻	eflm	非攵
𭣼	jfqg	牙攵一止
𭣽	hpjf	⺁十目又
𭣾	ynhf	亠日子攵
𭣿	gklf	立口丨又
𭤀	uukf	匕匕白攵
𭤁	kyvf	白方⺊又
𭤂	kjfm	白歹攵
𭤃	dkdf	丁口丁攵
𭤄	butf	士冖禾攵
𭤅	qbvf	一由丶又
𭤆	gofl	止米攵
𭤇	zfha	矛攵厂女
𭤈	udfq	叀寸攵
𭤉	ynvi	氏日⺊山
𭤊	gnfv	立早攵
𭤋	kxau	口木女犮
𭤌	oqkf	罒一口攵
𭤍	fnuf	丆日冖攵
𭤎	xfhi	未攵厂丷
𭤏	jlsf	丨人攵
𭤐	wqvf	虍魚⺊又
𭤑	ykrf	衣吅攵
𭤒	jjef	目目隹又
𭤓	qusf	一冂人攵
𭤔	yryv	亠乂巾
𭤕	yrvv	亠乂示
𭤖	qgyr	一止亠乂
𭤗	yrqg	亠乂一止
𭤘	yrnv	亠乂旦
𭤙	syro	民亠乂
𭤚	yrzj	亠乂戌心
𭤛	luur	言幺幺乂
𭤜	wfvp	虍夂卜十
𭤝	knpk	吅⺀十吅
𭤞	tkhp	麻白儿十
𭤟	xqmq	斤一
𭤠	axmm	欠斤
𭤡	ooxq	工几斤
𭤢	xmem	斤丿夫
𭤣	joix	目乙小斤
𭤤	nskx	日人口斤
𭤥	lnaq	丨日勹一
𭤦	oaex	罒勹虫斤
𭤧	qoqo	一力
𭤨	ytvm	方
𭤩	yjvo	方厶
𭤪	qoyq	一乙方
𭤫	yvvl	方中
𭤬	yxvm	方片
𭤭	ylvq	方甘
𭤮	ymml	方丿丿也
𭤯	yhvm	方生
𭤰	ytwo	方二乙
𭤱	ymlv	方丿之
𭤲	yiwl	方丷二丨
𭤳	ygvv	方立
𭤴	yhuv	方尸七
𭤵	blyq	土也方
𭤶	yjvq	方耳
𭤷	yggv	方彳亍
𭤸	ytwv	方巴
𭤹	ysns	方人冫人
𭤺	yafy	方⺈巾
𭤻	ytwg	方二止
𭤼	ypiv	方小
𭤽	yjev	方厶虫
𭤾	yhri	方尸屮凵
𭤿	yewf	方爫二夂
𭥀	yhir	方尸丷开
𭥁	ygyv	方方
𭥂	gofy	車几又方
𭥃	ytgl	方立丨
𭥄	yytg	方方龰
𭥅	yrnu	方艹日匕
𭥆	yykn	方亠回旦
𭥇	yqir	方一八乂
𭥈	gyix	方山干
𭥉	yieo	方丷三食
𭥊	djil	彐匚辶
𭥋	nolo	日乙
𭥌	ndlq	日丁
𭥍	tnml	日
𭥎	jnol	厶日
𭥏	nelq	日大
𭥐	nolq	日工
𭥑	nmlm	日夕
𭥒	nffl	日丆又
𭥓	nnlq	日云
𭥔	nelq	日天
𭥕	nflq	日王
𭥖	nwhl	日二儿
𭥗	nnll	日日
𭥘	arnm	勹乂日
𭥙	nyol	日亠几
𭥚	ncll	日水
𭥛	nhol	日子乙
𭥜	hvno	尸丶日
𭥝	iono	凵乙日
𭥞	ndml	日彐丿
𭥟	ojno	乙厶日乙
𭥠	njhl	日厶儿
𭥡	ntol	早乙
𭥢	ndcl	日
𭥣	xunl	丬匕日
𭥤	nukl	日冂口
𭥥	nuol	日彡几
𭥦	nmjl	日夕卩
𭥧	nmpl	日夕十
𭥨	nhfl	日儿夂
𭥩	nglv	日立
𭥪	niel	日丷三
𭥫	bnll	田日
𭥬	mhnm	丿耂日
𭥭	nagl	日勹
𭥮	ndmu	日扌丿七
𭥯	nfml	日月
𭥰	nifl	日匚王
𭥱	nedl	日大寸
𭥲	nunl	日匕日
𭥳	nnll	日早
𭥴	vnll	日
𭥵	nfkl	日夂口
𭥶	nsxl	日亻木
𭥷	ntnl	日日
𭥸	nmdl	日夕寸
𭥹	nllm	日舌
𭥺	ncol	日氵工
𭥻	nolv	日米
𭥼	nllv	日亦
𭥽	niil	日八
𭥾	nylv	日衣
𭥿	njgl	日厶㐄
𭦀	nooo	日力力力
𭦁	nouo	日乙七几
𭦂	ndyl	日彐
𭦃	wwsn	二二人日
𭦄	nfrl	日王廾
𭦅	nuub	日匕匕土
𭦆	nell	日大辶
𭦇	nrgl	日艹亡
𭦈	ntil	日且八
𭦉	nbol	日田力
𭦊	nehl	日爫子
𭦋	nmgl	日丿廴
𭦌	abnm	⺈田日
𭦍	nsjl	日人目
𭦎	nstw	日亻二
𭦏	ntzl	日禾刂
𭦐	nemi	日三丿阝
𭦑	nyhf	日亠儿夂
𭦒	niol	日穴九
𭦓	ngcl	日
𭦔	njfl	日己攵
𭦕	njif	日厶八夂
𭦖	jfno	巳攵日
𭦗	noal	日皿勹
𭦘	nirl	申丷开
𭦙	quun	一幺幺日
𭦚	fnin	丆日八日
𭦛	nevl	日大示
𭦜	nxsx	日干人干
𭦝	nxej	日干亽龴
𭦞	nwhl	早⺧儿
𭦟	noll	日罒万
𭦠	nnmr	日日丿廾
𭦡	nxal	日斤欠
𭦢	nmox	日丿乙斤
𭦣	niej	日丷夫㔾
𭦤	npqg	日宀一龰
𭦥	nhsd	日广亻寸
𭦦	ndml	日彐月丨
𭦧	ndcl	日彐氺
𭦨	whnk	二儿日口
𭦩	nbhh	日土儿儿
𭦪	yvnq	覀上日
𭦫	yanq	覀女日
𭦬	npti	日十且八
𭦭	nebb	日大土土
𭦮	nelq	日三丨一
𭦯	ngyl	旦龰氏
𭦰	unbm	匕日甫
𭦱	nkjl	日口耳
𭦲	nrfk	日艹口
𭦳	ejnl	虫巳日
𭦴	nwol	日免力
𭦵	nskb	日𠂋口
𭦶	ngdy	日彳彐
𭦷	nhus	日生冂人
𭦸	nkyr	日白亠乂
𭦹	nauv	日勹匕丶
𭦺	nbsl	日臼人
𭦻	nlfo	日乃又皿
𭦼	njdy	日忄彐
𭦽	ngyl	日巾
𭦾	npuo	日冖几
𭦿	nphf	日宀儿又
𭧀	uson	冂人罒日
𭧁	nabl	申⺈臼
𭧂	nrij	日龷八
𭧃	neuf	早爫冖又
𭧄	nxvy	日干丶
𭧅	nyxl	日覀木
𭧆	yyrn	覀亠乂日
𭧇	nqjf	日一厶攵
𭧈	ndov	日扌九灬
𭧉	nrml	日龷丿丨
𭧊	niqf	日山一攵
𭧋	nihl	日尚儿
𭧌	nnih	日日⺎
𭧍	nknb	日口日土
𭧎	neue	日爫幺大
𭧏	nebl	日爫臼
𭧐	nfjh	日夂目儿
𭧑	nasj	日勹人厶
𭧒	ngll	日車辶
𭧓	npuo	早冖几
𭧔	nxsc	日木人氺
𭧕	nruj	日艹冖㔾
𭧖	nkpa	日口十女
𭧗	nrpd	日业宀寸
𭧘	nelm	日鳥
𭧙	nwkl	日⺧口辶
𭧚	nyjs	日勿忄人
𭧛	nann	日⺈日电
𭧜	ntzx	日禾刂木
𭧝	tkno	矢口日乙
𭧞	ntzm	日弓丿
𭧟	npiv	日小丶
𭧠	nhdc	日广彐氺
𭧡	kuun	白幺幺日
𭧢	qvug	一中冖龰
𭧣	eevn	天天灬日
𭧤	nehn	日大耂日
𭧥	nprc	日十艹貝
𭧦	ngmz	旦龰丿戈
𭧧	npbd	日十甫寸
𭧨	nifl	日尚攵
𭧩	nryp	日艹亠十
𭧪	nvll	日黑
𭧫	necl	日貝
𭧬	nahk	日⺈厂口
𭧭	nevl	日隹灬
𭧮	nmso	日丿人乙
𭧯	naky	日口衣
𭧰	nhnb	日生日土
𭧱	nirn	日丷亚日
𭧲	nvvv	日火火火
𭧳	bibn	土八土日
𭧴	npxl	日門木
𭧵	npoy	日十罒衣
𭧶	nhnv	日耂日灬
𭧷	nwbo	日虍田力
𭧸	nnaa	日日勹欠
𭧹	ngfn	日止夂日
𭧺	nyho	日勿尸米
𭧻	nhro	日生艹力
𭧼	nhpy	日生门巾
𭧽	nyir	日衣八
𭧾	njjv	日臣巳灬
𭧿	njto	日臣皿
𭨀	enij	日穴牙
𭨁	nqir	日一八乂
𭨂	rnui	龷日匕八
𭨃	nnrj	日日龷
𭨄	neoj	日爫工心
𭨅	nhgy	日生巾
𭨆	nzdy	日金彐
𭨇	noam	日米龶月
𭨈	nvuj	日⺊冖目
𭨉	nbkb	日士口土
𭨊	nrnn	日廿日日
𭨋	nnrp	日日艹十
𭨌	nlnv	日千日灬
𭨍	nbbc	日土土貝
𭨎	nnbq	旦日土一
𭨏	nrri	日业龷八
𭨐	jzvn	厶刀丶日
𭨑	nekr	日亼口艹
𭨒	noue	日罒糹隹
𭨓	nwqw	日虍一犬
𭨔	tknk	矢口日口
𭨕	njth	日臣儿
𭨖	nnpc	日日頁
𭨗	npij	日小囬
𭨘	novl	日乙丶
𭨙	krwo	囗艹二乙
𭨚	mvnm	夕卜日
𭨛	kreo	囗艹亽乙
𭨜	krzl	囗艹戈
𭨝	nyxl	日勿斤
𭨞	fifn	王王日
𭨟	ivnm	丷日丿
𭨠	pkfn	户口攵日
𭨡	dbnk	彐土日史
𭨢	nriv	日屮凵丶
𭨣	nekr	日亼口艹
𭨤	mjmo	月卩
𭨥	mhmo	月了
𭨦	mslm	月人丨
𭨧	mzmo	月弓
𭨨	nmqm	云月
𭨩	mrmq	月开
𭨪	mgml	月止
𭨫	msim	月人
𭨬	mvmv	月火
𭨭	mdmm	月彐丿
𭨮	mkml	月史
𭨯	miwo	月八二乙
𭨰	miqr	月丷一乂
𭨱	mzzm	月弓刂
𭨲	mnhm	月日了
𭨳	mymv	月衣
𭨴	mzzm	月戈弓
𭨵	mzom	月戈工
𭨶	mjfb	月又土
𭨷	mxkm	月斤口
𭨸	msdk	月亻丁口
𭨹	mqug	月一弋止
𭨺	mzqk	月戈一口
𭨻	memm	月亼古
𭨼	pmwv	户月巴
𭨽	mnmm	月日月
𭨾	mmox	丿月几木
𭨿	purm	户冂艹月
𭩀	mmmq	古月月
𭩁	mdxk	月扌斤口
𭩂	mime	月山丿虫
𭩃	mief	月丷夫夂
𭩄	maku	月⺈囗匕
𭩅	miev	月丷夫示
𭩆	mocm	月工頁
𭩇	mmio	月月穴工
𭩈	mauw	月⺈冂
𭩉	mhcw	月了巴
𭩊	meuf	月爫冖夂
𭩋	mpqs	月宀一人
𭩌	gmfr	亡月王乂
𭩍	mjmm	月首月
𭩎	musc	月羽人氺
𭩏	mhnw	月厂日犬
𭩐	mtrg	月龷㐄
𭩑	meoj	月爫工心
𭩒	mnhy	月⻗厂
𭩓	moju	月罒厶匕
𭩔	gmfo	亡月王皿
𭩕	gmft	亡月王且
𭩖	mcca	月貝貝女
𭩗	mnos	月⻗罒人
𭩘	xoqo	木乙
𭩙	xvqq	木下
𭩚	xvrq	木丶乂
𭩛	xpqv	木门
𭩜	xfqq	木王
𭩝	xfuq	木匕
𭩞	ffxo	又又木
𭩟	xosq	木乙人
𭩠	roxq	艹乙木
𭩡	xulq	木幺丨
𭩢	iixq	匚木
𭩣	xoqo	木工一乙
𭩤	xzqq	木戊
𭩥	boxq	土几木
𭩦	xvvq	木上卜
𭩧	xsxq	木人干
𭩨	xfoq	木夂力
𭩩	xuom	木乙丿
𭩪	xmjq	木夕卩
𭩫	xsoq	木人工
𭩬	xslq	木亻也
𭩭	rxsl	乂朩人丨
𭩮	nzvx	冫刀丶木
𭩯	xafq	木女又
𭩰	xuqo	木发
𭩱	jexl	三木
𭩲	zlmx	弓丨丿木
𭩳	xuuu	木七七七
𭩴	xzoq	木戊乙
𭩵	xdnq	木丁日
𭩶	jzxq	歹刂木
𭩷	xnuq	木日匕
𭩸	kxlq	吅木
𭩹	xmkq	木夕口
𭩺	xiuw	木八冂二
𭩻	xcfq	木氵丈
𭩼	oxvq	米木
𭩽	xoqv	木米
𭩾	xjwq	木厶巴
𭩿	jjxo	巳巳木
𭪀	xiiq	未丷丷一
𭪁	xzzz	木刀刀刀
𭪂	xcgq	木氵亍
𭪃	byrx	土亠乂木
𭪄	xafq	木龶夂
𭪅	xeqk	木大一口
𭪆	xdlz	木寸辶
𭪇	xekq	木天口
𭪈	xkir	木口匚乂
𭪉	xtqg	木一止
𭪊	xfuq	木攵彡
𭪋	oxdk	几木丁口
𭪌	xstw	木亻二
𭪍	rxvv	乂朩上卜
𭪎	rxfk	乂朩口
𭪏	xlmq	木乃古
𭪐	xlqv	木言
𭪑	gxxv	亡木木
𭪒	xiqg	木丷一龰
𭪓	xpjq	木门心
𭪔	xhfq	木子攵
𭪕	jwlx	歹二丨木
𭪖	mwlx	夕二丨木
𭪗	izlx	丷弓丨木
𭪘	xxpf	木木十又
𭪙	riqx	龷丷一未
𭪚	xqki	木一口八
𭪛	azjx	龶刀厶木
𭪜	xihc	木匚儿
𭪝	xxwq	木木犬
𭪞	xxvq	木木灬
𭪟	xnyr	木日亠乂
𭪠	gfxl	止夂木
𭪡	xraj	木艹勹厶
𭪢	vusx	⺊冂人木
𭪣	xusu	木冂人匕
𭪤	xihx	木山厂干
𭪥	nxeo	日木亽乙
𭪦	xifq	木山石
𭪧	xnlq	木卬辶
𭪨	wuzx	牛冂刂木
𭪩	xwuz	木牛冂刂
𭪪	sjzx	亻歹刂木
𭪫	orxx	几乂木木
𭪬	rxih	乂朩⺎
𭪭	grox	亡廿乙木
𭪮	xpmu	木宀夕匕
𭪯	xiyq	木丷覀
𭪰	cuxv	氵皮木
𭪱	xyjx	木亠厶木
𭪲	xwoq	木⺷几
𭪳	cxxl	水木木
𭪴	jjxq	歹歹木
𭪵	xktq	木口矢
𭪶	xlqf	木甘一夂
𭪷	xprx	木十艹木
𭪸	xqji	木一厶阝
𭪹	nxal	日木句
𭪺	xrzm	木艹弓丿
𭪻	nxsu	日木人彡
𭪼	imox	山丿罒木
𭪽	xkoj	木口乙目
𭪾	xeqq	木非一
𭪿	guxk	止匕木口
𭫀	xecq	木贝
𭫁	nzkx	日刀口木
𭫂	xfeq	木夂虫
𭫃	xekr	木亼口廾
𭫄	skxx	亻口木木
𭫅	wexm	犭虫木
𭫆	xweq	木犭虫
𭫇	rxsw	乂朩亻二
𭫈	xsss	木人人人
𭫉	xjfq	木㐫夂
𭫊	xykq	木衣口
𭫋	pwxv	巴木
𭫌	fffv	又又又上
𭫍	xilf	木丨又
𭫎	xklq	木回廴
𭫏	xprx	木十廿木
𭫐	xrlb	木廿丨土
𭫑	fiix	石匚木
𭫒	qusx	一冂人木
𭫓	xfnq	木丆日一
𭫔	jmxx	歹丿未木
𭫕	xvji	木⺊目八
𭫖	xicq	木貝
𭫗	xmdc	木丿
𭫘	xssq	木人人一
𭫙	xllq	木舌辶
𭫚	xsyp	木亻亠十
𭫛	xytw	木方二
𭫜	xzuk	木矛冂口
𭫝	xixi	未丷未丷
𭫞	xjwq	木臣犬
𭫟	xkaq	木白母
𭫠	xehn	木大耂日
𭫡	xdky	木丁口衣
𭫢	fkmx	王夕木
𭫣	xkfq	木求攵
𭫤	xuoq	木革力
𭫥	xfuk	木冂口
𭫦	xeuq	木糸
𭫧	xnsi	木日人八
𭫨	xrxb	木艹爿士
𭫩	xrjo	木艹龴用
𭫪	vkrx	⺊囗乂木
𭫫	exbo	爫木田力
𭫬	xmxv	木夕木火
𭫭	ffxu	夂夂木犮
𭫮	orox	米廿乙木
𭫯	xiev	木丷夫示
𭫰	xiet	木丷夫禾
𭫱	xyuy	木亠幺衣
𭫲	xyry	木亠
𭫳	xyrx	木亠廿木
𭫴	xizx	木丷弓木
𭫵	xcze	木氵刀虫
𭫶	xyik	木亠丷口
𭫷	xgeq	木癶虫
𭫸	xhkv	木了口灬
𭫹	okxk	力口木口
𭫺	xefq	木隹夂
𭫻	xtfn	木而丆日
𭫼	xxuu	木木冂冂
𭫽	xrrx	木乂乂木
𭫾	xqux	木一冂木
𭫿	xrql	木艹一丨
𭬀	nxnx	日木日木
𭬁	xtpj	木十心
𭬂	xtxu	木木冂
𭬃	xwev	木犭虫下
𭬄	xmrn	木月龷日
𭬅	iuix	冂木
𭬆	xuak	木羽口
𭬇	xifh	木阝夂生
𭬈	xreq	木艹隹
𭬉	xtjh	木矢目儿
𭬊	xxjj	木木耳巳
𭬋	xnno	木⻗日乙
𭬌	xqbq	木黽⺽
𭬍	xvol	木⺊乙言
𭬎	xyue	木亠乡隹
𭬏	ubxo	糹甫木
𭬐	xuuz	木匕匕戈
𭬑	xfxl	木夂木丨
𭬒	xhxg	木厂木止
𭬓	xqux	木一冂木
𭬔	xbjq	木土厶一
𭬕	xpnx	木十早木
𭬖	xkeq	木口鳥
𭬗	xruz	木艹冂戌
𭬘	xeav	木隹勹灬
𭬙	xhsm	木广亻肉
𭬚	iedx	阝爫彐木
𭬛	xhke	木了口虫
𭬜	xyml	木覀丿辶
𭬝	xrek	木艹亽口
𭬞	xymp	木覀丿十
𭬟	rkux	艹口冖木
𭬠	xutc	木匕矢氺
𭬡	xysf	木巾人攵
𭬢	rtox	业矢乙木
𭬣	xtgj	木車㔾
𭬤	xtec	木夫氺
𭬥	xeuk	木隹冂口
𭬦	xjev	木忄隹灬
𭬧	xwwe	木彑虫
𭬨	xbuf	木士冖又
𭬩	xrko	木艹吅
𭬪	xkoz	木吅戈
𭬫	ksjx	吅亻目木
𭬬	xtox	木工木
𭬭	xikf	木八囗夂
𭬮	xwtl	木⺷禾乃
𭬯	xgnv	木立日灬
𭬰	xzeb	木弓三田
𭬱	xhwl	木尸二辶
𭬲	wyex	牜勿隹木
𭬳	xyke	木亠吅隹
𭬴	xxhl	木木广
𭬵	xnzz	木⻗弓弓
𭬶	xhsm	木广亻月
𭬷	trex	矢艹隹木
𭬸	xpsa	木門屰欠
𭬹	xyhq	木亠了一
𭬺	qcne	一巛日夫
𭬻	xhkc	木厂白頁
𭬼	xrkf	木艹口攵
𭬽	roux	艹罒冂木
𭬾	xtcd	木氵寸
𭬿	xlvv	木言火火
𭭀	xwkt	木鹿囗禾
𭭁	xwhl	木⺧儿丨
𭭂	xyuw	木覀革馬
𭭃	xpji	木十目八
𭭄	valm	卜欠
𭭅	whaq	二儿欠
𭭆	uoav	冖几欠
𭭇	xuaq	木冂欠
𭭈	raqm	亚欠
𭭉	yrav	六乂欠
𭭊	mkam	夕口欠
𭭋	wavm	羊欠
𭭌	ikha	八口儿欠
𭭍	ital	山矢欠
𭭎	vtal	上矢欠
𭭏	ioaq	匚米欠
𭭐	nyal	旦勿欠
𭭑	noal	日皿欠
𭭒	rnaq	亚日欠
𭭓	fmua	丆月冖欠
𭭔	wial	虍丘欠
𭭕	reaq	龷隹欠
𭭖	hema	广亼月欠
𭭗	brra	⺽乂乂欠
𭭘	qgoq	一止乙
𭭙	golm	止几
𭭚	gnlv	止⺀
𭭛	gvfl	止⺊又
𭭜	gxlm	止斤
𭭝	gvlv	止火
𭭞	gtll	止且
𭭟	goqk	止乙一口
𭭠	uogo	幺力止
𭭡	regq	艹三止
𭭢	gtkl	止五口
𭭣	qgsz	一止亻戈
𭭤	ggll	止足
𭭥	gwvl	止丶
𭭦	gauq	止龶冂一
𭭧	geif	止天又
𭭨	gedk	止大丁口
𭭩	yggm	勿止止
𭭪	iqgl	不一止丨
𭭫	qugk	一弋止口
𭭬	gffb	止石又土
𭭭	goqj	止乙一龴
𭭮	qugy	一弋止巾
𭭯	qugz	一弋止戈
𭭰	gcif	止氵少攵
𭭱	vvug	火火冖止
𭭲	gfil	止石谷
𭭳	gvsi	止示人八
𭭴	gggg	止止止止
𭭵	gxxv	止木木示
𭭶	geks	止亼吅人
𭭷	gutg	止匕矢龰
𭭸	qugo	一弋止乙
𭭹	qugj	一弋止心
𭭺	gubf	止匕甫攵
𭭻	mbgc	丿㠯止貝
𭭼	gwww	止兔免兔
𭭽	juqm	歹匕
𭭾	vmul	⺊夕匕
𭭿	vmqo	⺊夕一乙
𭮀	jjqo	歹巳
𭮁	jjqo	歹巳
𭮂	jpfq	歹十又
𭮃	jnpq	歹⺀十
𭮄	jjjq	歹厶厶
𭮅	jdmq	歹彐丿
𭮆	jvkq	歹⺊口
𭮇	jnql	歹申
𭮈	jkfq	歹口又
𭮉	jqkq	歹一口一
𭮊	jhjj	歹厂厶厶
𭮋	jihq	歹⺎
𭮌	jari	歹勹乂凵
𭮍	jmuq	歹丿犮
𭮎	jirq	歹丷开
𭮏	jpmu	歹宀丿七
𭮐	jyjj	歹亠厶厶
𭮑	juqo	歹糸
𭮒	jblq	歹土
𭮓	juoq	歹匕皿
𭮔	jnbq	歹日土
𭮕	jeok	歹亽乙口
𭮖	jgov	歹飞九丶
𭮗	jqug	歹一弋止
𭮘	jtvq	歹中一
𭮙	xajl	斤欠歹丨
𭮚	jdsq	歹彐乑
𭮛	jjoo	歹龴用力
𭮜	xxju	木木歹匕
𭮝	jkco	歹口貝乙
𭮞	jfeq	歹又非一
𭮟	jqbv	歹一由灬
𭮠	jynq	歹覀早
𭮡	jmek	歹丿大口
𭮢	jyrn	歹亠乂日
𭮣	jpnq	歹門日
𭮤	jqir	歹一八乂
𭮥	jntq	歹⻗而
𭮦	jrnv	歹艹日灬
𭮧	gfjp	立歹十
𭮨	hjof	厂㔾几又
𭮩	fnof	丆日几又
𭮪	bkof	士口几又
𭮫	mbof	丿㠯几又
𭮬	tkpf	囗十又
𭮭	hwkf	尸二口又
𭮮	fjof	丆目几又
𭮯	bqof	由一乙又
𭮰	buqf	士冂一又
𭮱	qdmf	一彐丿又
𭮲	nxof	日木几又
𭮳	lnbf	丨日土又
𭮴	pqlf	戶一万又
𭮵	kbof	白土几又
𭮶	bhlf	士尸丨又
𭮷	cofq	頁几又
𭮸	gofv	亲几又
𭮹	cuof	糸几又
𭮺	hrif	尸龷八又
𭮻	bnjf	土日厶又
𭮼	gkkf	車口口又
𭮽	bumf	士冖夕又
𭮾	bhlk	士尸丨口
𭮿	gvmf	止火月又
𭯀	rxox	乂朩几未
𭯁	ejuf	爫龴冂又
𭯂	rxox	乂朩几木
𭯃	bhlx	士尸丨木
𭯄	brrf	⺽乂乂又
𭯅	bhln	士尸丨日
𭯆	eksf	亼吅人又
𭯇	jaoo	厶母
𭯈	iaqo	不母
𭯉	tatc	母
𭯊	uukh	匕匕口儿
𭯋	ruuq	亚匕匕
𭯌	uutg	匕匕ヰ
𭯍	aklu	⺈囗丨匕
𭯎	nauu	冫欠匕匕
𭯏	ehuu	爫子匕匕
𭯐	nuux	日匕匕斤
𭯑	ysfu	亠亻夂匕
𭯒	iuqm	不毛
𭯓	uxmq	毛本
𭯔	uprm	毛十廾
𭯕	uomm	毛用
𭯖	ukmm	毛白
𭯗	uzim	毛弓
𭯘	ekum	亼口毛
𭯙	uvdy	毛丶彐
𭯚	ujif	毛厶八夂
𭯛	bifu	土八夂毛
𭯜	rnuq	龷日毛
𭯝	iuku	小冂口毛
𭯞	ukml	毛品
𭯟	uauf	毛⺈冂夂
𭯠	jvfu	牙⺊又毛
𭯡	wfhu	牜攵厂毛
𭯢	huvy	尸毛丶
𭯣	aoeu	米大毛
𭯤	ugnb	毛立日土
𭯥	uuuo	羽羽毛
𭯦	ycuq	覀貝毛
𭯧	ukym	毛求衣
𭯨	uykv	毛亠回示
𭯩	uaou	羽⺈用毛
𭯪	ueuo	羽隹毛
𭯫	ukpf	毛口十攵
𭯬	yccu	亠貝貝毛
𭯭	ubbb	毛田田土
𭯮	luuu	言糹糹毛
𭯯	uybt	毛亠⺽且
𭯰	sosm	人乙民
𭯱	iryv	丷开氏丶
𭯲	tojm	乙牙
𭯳	nkeo	气囗大皿
𭯴	nofm	气米月
𭯵	tooz	乙米弓
𭯶	kcll	口水
𭯷	cmjv	氵丿厶
𭯸	cdlv	氵彐丨
𭯹	cnvm	氵卬
𭯺	cmbv	氵丿士
𭯻	cauv	氵勹匕
𭯼	vocb	丶乙土
𭯽	covq	氵瓦
𭯾	cddv	氵扌丁
𭯿	cxzv	氵干刂
𭰀	coov	氵工力
𭰁	cujv	氵冂巳
𭰂	cxqv	氵斤一
𭰃	cslv	氵亻也
𭰄	cfov	氵夂力
𭰅	csyj	氵人亠厶
𭰆	coov	氵几工
𭰇	hcfo	尸水又
𭰈	cjcv	氵厶
𭰉	cxqv	氵木一
𭰊	ckiv	氵囗
𭰋	tcml	矢水
𭰌	cddd	氵丁丁丁
𭰍	cjvq	氵臣
𭰎	cidv	氵彐
𭰏	coxv	氵九朩
𭰐	cssz	氵人人刂
𭰑	cnrv	氵气乂
𭰒	crxv	氵乂朩
𭰓	cpmu	氵宀丿七
𭰔	cjvv	氵㐫
𭰕	cahv	氵女子
𭰖	chov	氵尸工
𭰗	cafv	氵龶夂
𭰘	coss	氵工人人
𭰙	cinv	氵匚甲
𭰚	cbjj	氵土厶卩
𭰛	cfov	氵石力
𭰜	crjv	氵艹己
𭰝	cmjv	氵丿臣
𭰞	cykv	氵勿口
𭰟	csxv	氵亻本
