字符,拆分
鱯,〈鱼省〉灬艹亻〈隹字边〉又
鱰,〈鱼省〉灬罒十〈左字框〉日
鱱,〈鱼省〉灬厂艹日〈禺字底〉
鱲,〈鱼省〉灬巛〈见二〉乂一〈鼠字底〉
鱳,〈鱼省〉灬丿日幺幺木
鱴,〈鱼省〉灬艹罒厂丶〈戈无一〉
鱵,〈鱼省〉灬〈竹头〉〈戌三〉口〈戈无一〉
鱶,〈鱼省〉灬丷一夫丶艮
鱷,〈鱼省〉灬丅口口一
鱸,〈鱼省〉灬虍田皿
鱹,〈鱼省〉灬艹口口亻〈隹字边〉
鱺,〈鱼省〉灬一冂丶一冂丶鹿
鱻,〈鱼省〉灬〈鱼省〉灬〈鱼省〉灬
鱼,〈鱼省〉一
鱽,〈鱼省〉一刀
鱾,〈鱼省〉一己
鱿,〈鱼省〉一〈左字框〉乚丶
鲀,〈鱼省〉一一凵乚
鲁,〈鱼省〉一日
鲂,〈鱼省〉一方
鲃,〈鱼省〉一〈巴三〉乚
鲄,〈鱼省〉一一口丨
鲅,〈鱼省〉一〈左字框〉又丶
鲆,〈鱼省〉一一丷十
鲇,〈鱼省〉一〈卢字头〉口
鲈,〈鱼省〉一〈卢字头〉尸
鲉,〈鱼省〉一由
鲊,〈鱼省〉一〈卧人〉丨二
鲋,〈鱼省〉一亻寸
鲌,〈鱼省〉一丿日
鲍,〈鱼省〉一勹巳
鲎,〈学无子〉〈鱼省〉一
鲏,〈鱼省〉一皮
鲐,〈鱼省〉一厶口
鲑,〈鱼省〉一土土
鲒,〈鱼省〉一士口
鲓,〈鱼省〉一十〈左字框〉一乚
鲔,〈鱼省〉一〈左字框〉〈青字底〉
鲕,〈鱼省〉一丆冂〈临字旁〉
鲖,〈鱼省〉一同
鲗,〈鱼省〉一〈见二〉人刂
鲘,〈鱼省〉一〈反字框〉一口
鲙,〈鱼省〉一〈全字头〉二厶
鲚,〈鱼省〉一亠乂〈乔字底〉
鲛,〈鱼省〉一六乂
鲜,〈鱼省〉一丷一〈举字底〉
鲝,丷一〈夫三〉〈鱼省〉一
鲞,丷夫〈鱼省〉一
鲟,〈鱼省〉一彐寸
鲠,〈鱼省〉一一日乂
鲡,〈鱼省〉一一冂丶冂丶
鲢,〈鱼省〉一〈东二〉十辶
鲣,〈鱼省〉一〈临字旁〉又土
鲤,〈鱼省〉一甲二
鲥,〈鱼省〉一日寸
鲦,〈鱼省〉一条
鲧,〈鱼省〉一丿幺小
鲨,氵〈少三〉丿〈鱼省〉一
鲩,〈鱼省〉一宀二儿
鲪,〈鱼省〉一〈聿三〉丿口
鲫,〈鱼省〉一〈即字旁〉卩
鲬,〈鱼省〉一乙丶冂〈举字底〉
鲭,〈鱼省〉一龶〈青字底〉
鲮,〈鱼省〉一土八夂
鲯,〈鱼省〉一艹三八
鲰,〈鱼省〉一一〈耳无一〉又
鲱,〈鱼省〉一非
鲲,〈鱼省〉一日〈比字旁〉匕
鲳,〈鱼省〉一日日
鲴,〈鱼省〉一〈见二〉十口一
鲵,〈鱼省〉一臼儿
鲶,〈鱼省〉一亽乙心
鲷,〈鱼省〉一〈周字框〉土口
鲸,〈鱼省〉一京
鲹,〈鱼省〉一厶大彡
鲺,〈鱼省〉一乙丿口〈虫无口〉
鲻,〈鱼省〉一巛田
鲼,〈鱼省〉一十艹〈见二〉人
鲽,〈鱼省〉一艹一乚木
鲾,〈鱼省〉一一口田
鲿,〈鱼省〉一龸二厶
鳀,〈鱼省〉一日〈定字底〉
鳁,〈鱼省〉一日皿
鳂,〈鱼省〉一田一乚〈水字边〉
鳃,〈鱼省〉一田心
鳄,〈鱼省〉一口口二乚
鳅,〈鱼省〉一丿木火
鳆,〈鱼省〉一〈卧人〉日夂
鳇,〈鱼省〉一丿日王
鳈,〈鱼省〉一丿日丨〈水字框〉
鳉,〈鱼省〉一冫丨〈久二〉丶寸
鳊,〈鱼省〉一丶尸冂艹
鳋,〈鱼省〉一又丶口〈虫无口〉
鳌,〈敖字旁〉攵〈鱼省〉一
鳍,〈鱼省〉一老日
鳎,〈鱼省〉一日习习
鳏,〈鱼省〉一罒丨〈横两撇〉〈冬字底〉
鳐,〈鱼省〉一爫〈朱三〉山
鳑,〈鱼省〉一〈立无横〉冖方
鳒,〈鱼省〉一丷一〈聿三〉〈兼无䒑无彐〉
鳓,〈鱼省〉一革乙丿
鳔,〈鱼省〉一覀二小
鳕,〈鱼省〉一〈雨头〉彐
鳖,㡀攵〈鱼省〉一
鳗,〈鱼省〉一日罒又
鳘,〈卧人〉乚乙亠丶攵〈鱼省〉一
鳙,〈鱼省〉一广〈聿三〉〈青字底〉丨
鳚,〈鱼省〉一尸二小寸
鳛,〈鱼省〉一习习丿日
鳜,〈鱼省〉一厂屰欠
鳝,〈鱼省〉一丷一〈举字底〉丷一口
鳞,〈鱼省〉一丷木〈久二〉丶〈牙二〉丨
鳟,〈鱼省〉一丷〈西无一〉二寸
鳠,〈鱼省〉一艹亻〈隹字边〉又
鳡,〈鱼省〉一〈戌三〉口〈戈无一〉心
鳢,〈鱼省〉一曲一口丷一
鳣,〈鱼省〉一亠回日一
鳤,〈鱼省〉一〈竹头〉宀㠯
鳥,〈鳥省〉灬
鳦,〈鳥省〉灬乙
鳧,〈鳥省〉灬几
鳨,〈鳥省〉灬乙丿
鳩,丿乙〈鳥省〉灬
鳪,丨丶〈鳥省〉灬
鳫,厂〈鳥省〉灬
鳬,〈鳥省〉几
鳭,刀〈鳥省〉灬
鳮,又〈鳥省〉灬
鳯,〈风省〉〈鳥省〉灬
鳰,丿丶〈鳥省〉灬
鳱,干〈鳥省〉灬
鳲,尸〈鳥省〉灬
鳳,〈风省〉一〈鳥省〉灬
鳴,口〈鳥省〉灬
鳵,乙十〈鳥省〉灬
鳶,一乚丶〈鳥省〉灬
鳷,十又〈鳥省〉灬
鳸,丶尸〈鳥省〉灬
鳹,亽乙〈鳥省〉灬
鳺,夫〈鳥省〉灬
鳻,八刀〈鳥省〉灬
鳼,亠乂〈鳥省〉灬
鳽,开〈鳥省〉灬
鳾,一巾〈鳥省〉灬
鳿,王〈鳥省〉灬
鴀,丆丨丶〈鳥省〉灬
鴁,夭〈鳥省〉灬
鴂,乙大〈鳥省〉灬
鴃,〈鳥省〉灬乙大
鴄,一儿乚〈鳥省〉灬
鴅,〈周字框〉亠〈鳥省〉灬
鴆,冖儿〈鳥省〉灬
鴇,匕十〈鳥省〉灬
鴈,厂亻〈鳥省〉灬
鴉,〈牙二〉丨丿〈鳥省〉灬
鴊,一止〈鳥省〉灬
鴋,方〈鳥省〉灬
鴌,一大〈鳥省〉灬
鴍,亠乂〈鳥省〉灬
鴎,一乂乚〈鳥省〉灬
鴏,〈鳥省〉灬亻一乚丶
鴐,乙丿口〈鳥省〉灬
鴑,女又〈鳥省〉灬
鴒,亽乙丶〈鳥省〉灬
鴓,必〈鳥省〉灬
鴔,丿丶乙丶〈鳥省〉灬
鴕,〈鳥省〉灬它
鴖,〈民字框〉一乚〈鳥省〉灬
鴗,〈立无横〉一〈鳥省〉灬
鴘,厶廾〈鳥省〉灬
鴙,〈卧人〉大〈鳥省〉灬
鴚,〈鳥省〉灬一口丨
鴛,〈久二〉丶乙乚〈鳥省〉灬
鴜,止匕〈鳥省〉灬
鴝,句〈鳥省〉灬
鴞,口一乚〈鳥省〉灬
鴟,〈印字旁〉乚丶〈鳥省〉灬
鴠,日一〈鳥省〉灬
鴡,〈见二〉三〈鳥省〉灬
鴢,幺乙丿〈鳥省〉灬
鴣,十口〈鳥省〉灬
鴤,〈鳥省〉灬夂〈冬字底〉
鴥,〈鳥省〉灬宀八
鴦,〈见二〉大〈鳥省〉灬
鴧,宀几〈鳥省〉灬
鴨,甲〈鳥省〉灬
鴩,丿夫〈鳥省〉灬
鴪,宀八〈鳥省〉灬
鴫,田〈鳥省〉灬
鴬,〈学无子〉〈鳥省〉灬
鴭,丿㠯〈鳥省〉灬
鴮,大二乚〈鳥省〉灬
鴯,丆冂〈临字旁〉〈鳥省〉灬
鴰,丿十口〈鳥省〉灬
鴱,艹乂〈鳥省〉灬
鴲,匕日〈鳥省〉灬
鴳,宀女〈鳥省〉灬
鴴,彳二丨〈鳥省〉灬
鴵,丿冫乚〈飞无折〉〈鳥省〉灬
鴶,士口〈鳥省〉灬
鴷,歹刂〈鳥省〉灬
鴸,朱〈鳥省〉灬
鴹,丷一〈夫三〉〈鳥省〉灬
鴺,一弓人〈鳥省〉灬
鴻,氵丅一〈鳥省〉灬
鴼,〈鳥省〉灬夂口
鴽,女口〈鳥省〉灬
鴾,厶丿〈举字底〉〈鳥省〉灬
鴿,亼口〈鳥省〉灬
鵀,亻丿士〈鳥省〉灬
鵁,六乂〈鳥省〉灬
鵂,亻木〈鳥省〉灬
鵃,丿〈舟无撇〉〈鳥省〉灬
鵄,一厶土〈鳥省〉灬
鵅,夂口〈鳥省〉灬
鵆,彳〈鳥省〉灬二丨
鵇,年〈鳥省〉灬
鵈,一〈耳无一〉〈鳥省〉灬
鵉,亠〈变字头无亠〉〈鳥省〉灬
鵊,一人人人〈鳥省〉灬
鵋,己心〈鳥省〉灬
鵌,〈鳥省〉灬亼朩
鵍,宀二儿〈鳥省〉灬
鵎,爫女〈鳥省〉灬
鵏,一〈青字底〉丨丶〈鳥省〉灬
鵐,丅人人一〈鳥省〉灬
鵑,口〈青字底〉〈鳥省〉灬
鵒,谷〈鳥省〉灬
鵓,十冖乙〈子字底〉〈鳥省〉灬
鵔,〈鳥省〉灬厶八夂
鵕,厶八夂〈鳥省〉灬
鵖,〈即字旁〉〈鳥省〉灬
鵗,乂〈左字框〉巾〈鳥省〉灬
鵘,〈聿三〉丿口〈鳥省〉灬
鵙,目八〈鳥省〉灬
鵚,丿木几〈鳥省〉灬
鵛,一巛丅一〈鳥省〉灬
鵜,丷弓丨丿〈鳥省〉灬
鵝,丿扌〈戈无一〉〈鳥省〉灬
鵞,丿扌〈戈无一〉〈鳥省〉灬
鵟,〈犭二〉丿王〈鳥省〉灬
鵠,丿土口〈鳥省〉灬
鵡,二止乚丶〈鳥省〉灬
鵢,丿〈青字底〉一丿〈鳥省〉灬
鵣,一口〈木无横〉〈鳥省〉灬
鵤,角〈鳥省〉灬
鵥,丷〈举字底〉刂〈鳥省〉灬
鵦,〈鳥省〉灬乙二丨〈率字腰〉
鵧,丷开〈鳥省〉灬
鵨,〈全字头〉干口〈鳥省〉灬
鵩,月卩又〈鳥省〉灬
鵪,大日乚〈鳥省〉灬
鵫,〈卢字头〉早〈鳥省〉灬
鵬,月月〈鳥省〉灬
鵭,金〈鳥省〉灬
鵮,〈负字头〉臼〈鳥省〉灬
鵯,卑〈鳥省〉灬
鵰,〈周字框〉土口〈鳥省〉灬
鵱,土八土〈鳥省〉灬
鵲,龷日〈鳥省〉灬
鵳,丶尸〈青字底〉〈鳥省〉灬
鵴,勹丷木〈鳥省〉灬
鵵,兔〈鳥省〉灬
鵶,一〈亞无二〉一〈鳥省〉灬
鵷,宀〈久二〉丶乙乚〈鳥省〉灬
鵸,大一口丨〈鳥省〉灬
鵹,丿木勹丿〈鳥省〉灬
鵺,亠亻〈夜下角〉〈鳥省〉灬
鵻,〈鳥省〉灬亻〈隹字边〉
鵼,宀八丅一〈鳥省〉灬
鵽,又又又又〈鳥省〉灬
鵾,日〈比字旁〉匕〈鳥省〉灬
鵿,〈鳥省〉灬日丿廾
鶀,〈鳥省〉灬艹三八
鶁,京〈鳥省〉灬
鶂,臼儿〈鳥省〉灬
鶃,〈鳥省〉灬臼儿
鶄,龶〈青字底〉〈鳥省〉灬
鶅,巛田〈鳥省〉灬
鶆,一人人〈木无横〉〈鳥省〉灬
鶇,一日〈木无横〉〈鳥省〉灬
鶈,一〈聿三〉丨女〈鳥省〉灬
鶉,〈享字头〉乙〈子字底〉〈鳥省〉灬
鶊,广〈聿三〉人〈鳥省〉灬
鶋,尸十口〈鳥省〉灬
鶌,尸出〈鳥省〉灬
鶍,日勹〈横两撇〉〈鳥省〉灬
鶎,宀二小〈鳥省〉灬
鶏,爫夫〈鳥省〉灬
鶐,木丶辶〈鳥省〉灬
鶑,火火〈鳥省〉灬
鶒,一口〈木无横〉乙丿〈鳥省〉灬
鶓,艹田〈鳥省〉灬
鶔,乙丶〈矛无龴〉木〈鳥省〉灬
鶕,〈立无横〉一日〈鳥省〉灬
鶖,丿木火〈鳥省〉灬
鶗,日〈定字底〉〈鳥省〉灬
鶘,十口月〈鳥省〉灬
鶙,〈立无横〉冖巾〈鳥省〉灬
鶚,口口二乚〈鳥省〉灬
鶛,〈比字旁〉匕丿日〈鳥省〉灬
鶜,艹乙丶〈矛无龴〉〈鳥省〉灬
鶝,一口田〈鳥省〉灬
鶞,〈反字框〉十目〈鳥省〉灬
鶟,宀八犬〈鳥省〉灬
鶠,一日女乚〈鳥省〉灬
鶡,日勹人乚〈鳥省〉灬
鶢,爫〈无三〉又〈鳥省〉灬
鶣,丶尸冂艹〈鳥省〉灬
鶤,冖一〈車无一〉〈鳥省〉灬
鶥,〈眉字框〉目〈鳥省〉灬
鶦,十口月〈鳥省〉灬
鶧,艹〈见二〉大〈鳥省〉灬
鶨,乚乙一〈豕省〉〈鳥省〉灬
鶩,乙丶〈矛无龴〉攵〈鳥省〉灬
鶪,目犬〈鳥省〉灬
鶫,一〈黑五〉〈木无横〉〈鳥省〉灬
鶬,亽彐丿口〈鳥省〉灬
鶭,幺〈横三点〉方〈鳥省〉灬
鶮,〈享字头〉冂口〈鳥省〉灬
鶯,火火冖〈鳥省〉灬
鶰,口目八〈鳥省〉灬
鶱,宀〈寒字腰〉八〈鳥省〉灬
鶲,八厶习习〈鳥省〉灬
鶳,〈鳥省〉灬丿㠯一巾
鶴,冖亻〈隹字边〉〈鳥省〉灬
鶵,勹凵丿勹凵丿〈鳥省〉灬
鶶,广〈聿三〉丨口〈鳥省〉灬
鶷,宀三丨口〈鳥省〉灬
鶸,弓冫弓冫〈鳥省〉灬
鶹,〈留字头〉田〈鳥省〉灬
鶺,〈率字腰〉人〈青字底〉〈鳥省〉灬
鶻,〈骨字头〉〈青字底〉〈鳥省〉灬
鶼,丷一〈聿三〉〈兼无䒑无彐〉〈鳥省〉灬
鶽,亻〈隹字边〉十〈鳥省〉灬
鶾,十早〈卧人〉〈鳥省〉灬
鶿,丷一幺幺〈鳥省〉灬
鷀,丷一幺幺〈鳥省〉灬
鷁,丷一八皿〈鳥省〉灬
鷂,爫〈朱三〉山〈鳥省〉灬
鷃,日宀女〈鳥省〉灬
鷄,爫幺大〈鳥省〉灬
鷅,覀木〈鳥省〉灬
鷆,匕目乚八〈鳥省〉灬
鷇,士冖〈鳥省〉灬殳
鷈,〈鳥省〉灬〈反字框〉虍几
鷉,〈反字框〉虍几〈鳥省〉灬
鷊,鬲〈鳥省〉灬
鷋,艹亼朩〈鳥省〉灬
鷌,〈鳥省〉灬〈馬字框〉灬
鷍,丿目木〈鳥省〉灬
鷎,丿日大十〈鳥省〉灬
鷏,真〈鳥省〉灬
鷐,日厂二乚〈水字边〉〈鳥省〉灬
鷑,〈竹头〉〈立无横〉一〈鳥省〉灬
鷒,一日〈虫无口〉寸〈鳥省〉灬
鷓,广艹一灬〈鳥省〉灬
鷔,〈敖字旁〉攵〈鳥省〉灬
鷕,口亻〈隹字边〉〈鳥省〉灬
鷖,一〈卧人〉大乚殳〈鳥省〉灬
鷗,一口口口乚〈鳥省〉灬
鷘,一口〈木无横〉攵〈鳥省〉灬
鷙,土丷干丸〈鳥省〉灬
鷚,习习〈全字头〉彡〈鳥省〉灬
鷛,广〈聿三〉〈青字底〉丨〈鳥省〉灬
鷜,〈衰字腰〉口丨女〈鳥省〉灬
鷝,日龷十〈鳥省〉灬
鷞,一乂乂乂乂人〈鳥省〉灬
鷟,方〈卧人〉〈卧人〉大〈鳥省〉灬
鷠,〈鱼省〉灬〈鳥省〉灬
鷡,〈朱三〉〈四竖〉一灬〈鳥省〉灬
鷢,厂屰欠〈鳥省〉灬
鷣,覀早〈鳥省〉灬
鷤,口口日十〈鳥省〉灬
鷥,幺〈横三点〉幺小〈鳥省〉灬
鷦,亻〈隹字边〉灬〈鳥省〉灬
鷧,士冖一口丷一〈鳥省〉灬
鷨,艹一龷十〈鳥省〉灬
鷩,㡀攵〈鳥省〉灬
鷪,目目冖〈鳥省〉灬
鷫,〈聿三〉丨〈乔字底〉丨一乚一乙一丨〈鳥省〉灬
鷬,龷由八〈鳥省〉灬
鷭,丿丷木田〈鳥省〉灬
鷮,夭口冂口〈鳥省〉灬
鷯,大丷日小〈鳥省〉灬
鷰,艹一口丨二匕〈鳥省〉灬
鷱,丿目〈率字腰〉十〈鳥省〉灬
鷲,京〈左字框〉乚丶〈鳥省〉灬
鷳,〈門字旁〉〈門字边〉月〈鳥省〉灬
鷴,〈門字旁〉〈門字边〉木〈鳥省〉灬
鷵,尸十〈左字框〉日〈鳥省〉灬
鷶,罒目八〈鳥省〉灬
鷷,丷〈西无一〉二寸〈鳥省〉灬
鷸,乙丶〈矛无龴〉冂八口〈鳥省〉灬
鷹,广亻亻〈隹字边〉〈鳥省〉灬
鷺,口止夂口〈鳥省〉灬
鷻,〈鳥省〉灬〈享字头〉乙〈子字底〉攵
鷼,〈門字旁〉〈門字边〉日〈鳥省〉灬
鷽,〈盥左角〉乂乂〈盥右角〉冖〈鳥省〉灬
鷾,〈立无横〉一日心〈鳥省〉灬
鷿,〈辟字旁〉辛〈鳥省〉灬
鸀,罒勹口〈虫无口〉〈鳥省〉灬
鸁,吂月〈鳥省〉灬凡
鸂,氵爫幺大〈鳥省〉灬
鸃,〈鳥省〉灬丷王丿扌〈戈无一〉
鸄,丿日方攵〈鳥省〉灬
鸅,罒土丷干〈鳥省〉灬
鸆,虍口一大〈鳥省〉灬
鸇,亠回日一〈鳥省〉灬
鸈,〈业无横〉一丷一未〈鳥省〉灬
鸉,木日一勹〈横两撇〉〈鳥省〉灬
鸊,〈辟字旁〉辛〈鳥省〉灬
鸋,宀心皿一丨〈鳥省〉灬
鸌,〈鳥省〉灬艹亻〈隹字边〉又
鸍,一八巾乂乂乂乂〈鳥省〉灬
鸎,目八目八〈鳥省〉灬
鸏,艹冖二〈豕省〉〈鳥省〉灬
鸐,习习亻〈隹字边〉〈鳥省〉灬
鸑,〈犭二〉丿言犬〈鳥省〉灬
鸒,〈盥左角〉一乚丨〈盥右角〉一八〈鳥省〉灬
鸓,田田田〈鳥省〉灬
鸔,〈鳥省〉灬日共丨〈率字腰〉
鸕,虍田皿〈鳥省〉灬
鸖,〈雨头〉亻〈隹字边〉〈鳥省〉灬
鸗,〈立无横〉一〈青字底〉〈龍字边〉〈鳥省〉灬
鸘,〈雨头〉木目〈鳥省〉灬
鸙,亼口口口冂艹〈鳥省〉灬
鸚,目八目八女〈鳥省〉灬
鸛,艹口口亻〈隹字边〉〈鳥省〉灬
鸜,目目亻〈隹字边〉〈鳥省〉灬
鸝,一冂丶一冂丶鹿〈鳥省〉灬
鸞,言幺〈横三点〉幺〈横三点〉〈鳥省〉灬
鸟,鸟
鸠,丿乙鸟
鸡,又鸟
鸢,一乚丶鸟
鸣,口鸟
鸤,尸鸟
鸥,一乂乚鸟
鸦,〈牙二〉丨丿鸟
鸧,〈全字头〉乙乚鸟
鸨,匕十鸟
鸩,冖儿鸟
鸪,十口鸟
鸫,东鸟
鸬,〈卢字头〉尸鸟
鸭,甲鸟
鸮,口一乚鸟
鸯,〈见二〉大鸟
鸰,亽乙丶鸟
鸱,〈印字旁〉乚丶鸟
鸲,句鸟
鸳,〈久二〉丶乙乚鸟
鸴,〈学无子〉鸟
鸵,鸟它
鸶,〈丝左角〉〈丝左角〉一鸟
鸷,扌丸鸟
鸸,丆冂〈临字旁〉鸟
鸹,丿十口鸟
鸺,亻木鸟
鸻,彳二丨鸟
鸼,丿〈舟无撇〉鸟
鸽,亼口鸟
鸾,亠〈变字头无亠〉鸟
鸿,氵丅一鸟
鹀,丅人人一鸟
鹁,十冖乙〈子字底〉鸟
鹂,一冂丶冂丶鸟
鹃,口〈青字底〉鸟
鹄,丿土口鸟
鹅,丿扌〈戈无一〉鸟
鹆,谷鸟
鹇,丶〈门无丶〉木鸟
鹈,丷弓丨丿鸟
鹉,二止乚丶鸟
鹊,龷日鸟
鹋,艹田鸟
鹌,大日乚鸟
鹍,日〈比字旁〉〈比字旁〉鸟
鹎,卑鸟
鹏,月月鸟
鹐,〈负字头〉臼鸟
鹑,〈享字头〉乙〈子字底〉鸟
鹒,广〈聿三〉人鸟
鹓,宀〈久二〉丶乙乚鸟
鹔,〈聿三〉丨〈乔字底〉八鸟
鹕,十口月鸟
鹖,日勹人乚鸟
鹗,口口二乚鸟
鹘,〈骨字头〉〈青字底〉鸟
鹙,丿木火鸟
鹚,丷一幺幺鸟
鹛,〈眉字框〉目鸟
鹜,乙丶〈矛无龴〉攵鸟
鹝,鬲鸟
鹞,爫〈朱三〉山鸟
鹟,八厶习习鸟
鹠,〈留字头〉田鸟
鹡,〈率字腰〉人〈青字底〉鸟
鹢,丷一八皿鸟
鹣,丷一〈聿三〉〈兼无䒑无彐〉鸟
鹤,冖亻〈隹字边〉鸟
鹥,一〈卧人〉大乚殳鸟
鹦,〈见二〉人〈见二〉人女鸟
鹧,广艹一灬鸟
鹨,习习〈全字头〉彡鸟
鹩,大丷日小鸟
鹪,亻〈隹字边〉灬鸟
鹫,京〈左字框〉乚丶鸟
鹬,乙丶〈矛无龴〉冂八口鸟
鹭,口止夂口鸟
鹮,罒一口丿乚〈水字边〉鸟
鹯,亠回日一鸟
鹰,广亻亻〈隹字边〉鸟
鹱,鸟艹亻〈隹字边〉又
鹲,艹冖二〈豕省〉鸟
鹳,艹口口亻〈隹字边〉鸟
鹴,〈雨头〉木目鸟
鹵,〈卢字头〉〈见二〉乂〈鬯四点〉一
鹶,〈卢字头〉〈见二〉乂〈鬯四点〉一亽乙
鹷,〈卢字头〉〈见二〉乂〈鬯四点〉一亽乙丶
鹸,〈卢字头〉〈见二〉乂〈鬯四点〉一亼口人
鹹,〈卢字头〉〈见二〉乂〈鬯四点〉一〈戌三〉口〈戈无一〉
鹺,〈卢字头〉〈见二〉乂〈鬯四点〉一丷一〈夫三〉丅一
鹻,〈卢字头〉〈见二〉乂〈鬯四点〉一丷一〈聿三〉〈兼无䒑无彐〉
鹼,〈卢字头〉〈见二〉乂〈鬯四点〉一亼口口人人
鹽,臣〈卧人〉〈卢字头〉〈见二〉乂〈鬯四点〉一皿
鹾,〈卢字头〉〈见二〉乂一丷一〈夫三〉丅一
鹿,鹿
麀,鹿匕
麁,〈久二〉鹿
麂,鹿几
麃,鹿灬
麄,八刀鹿
麅,鹿勹巳
麆,鹿〈见二〉三
麇,鹿丿木
麈,鹿亠土
麉,干干鹿
麊,丷木鹿
麋,鹿丷木
麌,鹿口一大
麍,鹿亠厶〈荒字底〉
麎,鹿厂二乚〈水字边〉
麏,鹿〈聿三〉丿口
麐,鹿亠乂口
麑,鹿臼儿
麒,〈鹿旁〉艹三八
麓,木木鹿
麔,鹿夂丨丶口
麕,鹿〈见二〉丿木一
麖,鹿京
麗,一冂丶一冂丶鹿
麘,鹿丿木日
麙,鹿〈戌三〉口〈戈无一〉
麚,鹿〈叚右角〉丨二〈叚右角〉又
麛,鹿弓一〈耳无一〉
麜,鹿覀木
麝,鹿丿〈青字底〉一丿寸
麞,鹿〈立无横〉一早
麟,〈鹿旁〉丷木〈久二〉丶〈牙二〉丨
麠,鹿一田一田一
麡,鹿亠丷丨刀〈卬字旁〉丶〈乔字底〉二
麢,鹿〈雨头〉口口口
麣,〈鹿旁〉口口厂乙一〈耳无一〉攵
麤,鹿〈鹿旁〉鹿
麥,一人人〈木无横〉夂
麦,麦
麧,一人人〈木无横〉夂〈卧人〉乙
麨,一人人〈木无横〉夂〈少三〉丿
麩,一人人〈木无横〉夂夫
麪,一人人〈木无横〉夂丅乚乙
麫,一人人〈木无横〉夂丅一乚
麬,一人人〈木无横〉夂皮
麭,一人人〈木无横〉夂勹巳
麮,一人人〈木无横〉夂土厶
麯,一人人〈木无横〉夂曲
麰,一人人〈木无横〉夂厶丿〈举字底〉
麱,一人人〈木无横〉夂一〈青字底〉丨丶
麲,一人人〈木无横〉夂目儿
麳,一人人〈木无横〉夂一人人〈木无横〉
麴,一人人〈木无横〉夂勹丷木
麵,一人人〈木无横〉夂丆〈见二〉〈临字旁〉三
麶,一人人〈木无横〉夂亠乂凵禸
麷,一人人〈木无横〉夂丨三丨三丨凵一口丷一
麸,麦夫
麹,麦勹丷木
麺,麦丆〈见二〉〈临字旁〉三
麻,广木木
麼,广木木幺
麽,广木木么
麾,广木木〈千二〉七
麿,广木木口口
黀,广木木一〈耳无一〉又
黁,广木木丿木日
黂,广木木十艹目八
黃,艹一一由八
黄,龷由八
黅,龷由八亽乙
黆,龷由八冖儿
黇,龷由八〈卢字头〉口
黈,龷由八亠土
黉,〈学无子〉龷由八
黊,龷由八土土
黋,〈尚字头〉一儿龷由八
黌,〈盥左角〉乂乂〈盥右角〉冖龷由八
黍,丿木〈全字头〉丨〈率字腰〉
黎,丿木勹丿〈全字头〉丨〈率字腰〉
黏,丿木〈全字头〉丨〈率字腰〉〈卢字头〉口
黐,丿木〈全字头〉丨〈率字腰〉亠乂凵禸
黑,〈黑五〉〈里无日〉灬
黒,甲二灬
黓,〈黑五〉〈里无日〉灬一乚丶
黔,〈黑五〉〈里无日〉灬亽乙
黕,〈黑五〉〈里无日〉灬冖儿
黖,〈黑五〉〈里无日〉灬〈牙二〉儿
黗,〈黑五〉〈里无日〉灬一凵乚
默,〈黑五〉〈里无日〉灬犬
黙,甲二犬灬
黚,〈黑五〉〈里无日〉灬艹二
黛,亻一乚丶〈黑五〉〈里无日〉灬
黜,〈黑五〉〈里无日〉灬出
黝,〈黑五〉〈里无日〉灬幺乙丿
點,〈黑五〉〈里无日〉灬〈卢字头〉口
黟,〈黑五〉〈里无日〉灬〈久二〉丶〈久二〉丶
黠,〈黑五〉〈里无日〉灬士口
黡,厂犬〈黑五〉〈里无日〉灬
黢,〈黑五〉〈里无日〉灬厶八夂
黣,〈黑五〉〈里无日〉灬〈卧人〉乚乙亠丶
黤,〈黑五〉〈里无日〉灬大日乚
黥,〈黑五〉〈里无日〉灬京
黦,〈黑五〉〈里无日〉灬宀〈久二〉丶乙乚
黧,丿木勹丿〈黑五〉〈里无日〉灬
黨,龸口〈黑五〉〈里无日〉灬
黩,〈黑五〉〈里无日〉灬十乙〈冬字底〉大
黪,〈黑五〉〈里无日〉灬厶大彡
黫,〈黑五〉〈里无日〉灬覀土
黬,〈黑五〉〈里无日〉灬〈戌三〉口〈戈无一〉
黭,〈黑五〉〈里无日〉灬亼口廾
黮,〈黑五〉〈里无日〉灬艹三八乚
黯,〈黑五〉〈里无日〉灬〈立无横〉一日
黰,〈黑五〉〈里无日〉灬真
黱,月丷夫〈黑五〉〈里无日〉灬
黲,〈黑五〉〈里无日〉灬厶厶厶〈全字头〉彡
黳,一〈卧人〉大乚殳〈黑五〉〈里无日〉灬
黴,彳〈山一〉〈黑五〉〈里无日〉灬攵
黵,〈黑五〉〈里无日〉灬〈负字头〉厂八言
黶,厂日〈青字底〉犬〈黑五〉〈里无日〉灬
黷,〈黑五〉〈里无日〉灬士罒目八
黸,〈黑五〉〈里无日〉灬虍田皿
