字符,拆分,拆分臺灣,拆分兼一,拆分兼二,拆分兼三,拆分兼四
𢭔,扌宀八𠤎,扌宀儿𠤎,,,,
𢭕,扌宀八九,扌宀儿九,,,,
𢭖,扌户𠂉乙,扌戶𠂉乙,,,,
𢭗,扌丶艮,,,,,
𢭘,扌厂主,,,,,
𢭙,扌土厶卩,,,,,
𢭚,扌刀皿,,,,,
𢭛,扌大⺆亠,,,,,
𢭜,扌〈壳上〉几,,,,,
𢭝,扌刀丶心,,,,,
𢭞,扌山亽㇇,扌山亼㇇,,,,
𢭟,扌且力,,,,,
𢭠,扌匕𠂉大,,,,,
𢭡,扌丿一甲,,,,,
𢭢,扌亻𠂉ㅑ,,,,,
𢭣,扌亻〈柬中〉,,,,,
𢭤,工⺄〈龵下〉手,,,,,
𢭥,手⺇〈手〉,,,,,
𢭦,扌耂子,,,,,
𢭧,扌人屮凵,,,,,
𢭨,扌冖一𠄌⺄丶,,,,,
𢭩,扌广木,,,,,
𢭪,扌古儿,,,,,
𢭫,扌阝一兀,,,,,
𢭬,扌亻半,,,,,
𢭭,扌火土,,,,,
𢭮,扌〈改左〉攵,,,,,
𢭯,扌氵ユ人,,,,,
𢭰,扌木土,,,,,
𢭱,扌亻日一,,,,,
𢭲,扌貝,,,,,
𢭳,扌西一,,,,,
𢭴,扌忄ユ人,,,,,
𢭵,扌女又力,,,,,
𢭶,手尸毛,,,,,
𢭷,扌土文,,,,,
𢭸,扌广龴乛亅,,,,,
𢭹,扌文口,,,,,
𢭺,扌豸,,,,,
𢭻,扌口欠,,,,,
𢭼,扌女小丿,,,,,
𢭽,扌氵冖儿,,,,,
𢭾,扌艹凡,,,,,
𢭿,扌氵一巾,,,,,
𢮀,扌衤刀,,,,,
𢮁,扌方人⺀,,,,,
𢮂,扌弓亠幺,,,,,
𢮃,禾勹丿手,,,,,
𢮄,扌户木,扌戶木,,,,
𢮅,扌田廾,,,,,
𢮆,扌田丿十,,,,,
𢮇,扌士母,扌士毋,,,,
𢮈,扌八刀心,,,,,
𢮉,扌厂兆,,,,,
𢮊,扌車乚,,,,,
𢮋,扌㇇水三,,,,,
𢮌,扌士口力,,,,,
𢮍,扌宀八弓,扌宀儿弓,,,,
𢮎,扌虍几,扌虍儿,,,,
𢮏,手立口,,,,,
𢮐,扌⺌冂口,,,,,
𢮑,扌⼹氺,扌彑氺,,,,
𢮒,扌丿㠯十,扌丿〈官下〉十,,,,
𢮓,扌牛冂刂,,,,,
𢮔,扌亠勹方,扌二勹方,,,,
𢮕,扌亠厶木,,,,,
𢮖,扌囗禾,,,,,
𢮗,月又丶手,月又〈丶丶〉手,,,,
𢮘,宀夕㔾手,,,,,
𢮙,扌龹力,,,,,
𢮚,扌日一大,,,,,
𢮛,扌〈惠上〉,,,,,
𢮜,其手,,,,,
𢮝,耳又手,,,,,
𢮞,扌又丶爪,扌又〈丶丶〉爪,,,,
𢮟,ユ丨巛冖手,,,,,
𢮠,丂一丂一手,,,,,
𢮡,扌人羊,,,,,
𢮢,扌ユ十ユ十,,,,,
𢮣,爫立手,爪一䒑手,,,,
𢮤,扌爫巴,,,,,
𢮥,扌厶大小,,,,,
𢮦,扌亼口人,,,,,
𢮧,扌田一〈丿丨〉,,,,,
𢮨,扌一由厶,,,,,
𢮩,扌子瓜,,,,,
𢮪,扌丷龷八,,,,,
𢮫,扌女又弓,,,,,
𢮬,扌屮凵小,,,,,
𢮭,扌〈具上〉八,,,,,
𢮮,扌一ㅒ⺕,,,,,
𢮯,扌亠亠𧘇,,,,,
𢮰,扌亠〈亥中〉人刂,,,,,
𢮱,扌宀示,,,,,
𢮲,扌⺷几,,,,,
𢮳,扌雨,,,,,
𢮴,扌⻗九,,,,,
𢮵,扌日日,,,,,
𢮶,扌山𠂉大,,,,,
𢮷,扌艹方,,,,,
𢮸,扌⺊口大,,,,,
𢮹,扌山厂干,,,,,
𢮺,扌口冖兀,,,,,
𢮻,扌艹亽㇇,扌艹亼㇇,,,,
𢮼,扌〈亻〉工阝,,,,,
𢮽,扌丿⺆一⺊又,,,,,
𢮾,扌𠂉〈声下〉匕,,,,,
𢮿,扌千丬匕,,,,,
𢯀,扌丿七丬匕,,,,,
𢯁,扌毛灬,,,,,
𢯂,扌⺈口儿丶,,,,,
𢯃,扌𡈼厶卩,,,,,
𢯄,户攵手,戶攵手,,,,
𢯅,扌土八土,,,,,
𢯆,扌戈戈,,,,,
𢯇,扌口𠃊⺝,,,,,
𢯈,扌山母,,,,,
𢯉,扌爫一大,,,,,
𢯊,扌白勹丶,,,,,
𢯋,扌八乂斤,,,,,
𢯌,扌八刀手,,,,,
𢯍,扌尸巾刂,,,,,
𢯎,扌㐅𠂇⺝,扌㐅𠂇⺼,,,,
𢯏,扌彳皮,,,,,
𢯐,扌女古,,,,,
𢯑,扌忄又土,,,,,
𢯒,扌艹不,,,,,
𢯓,扌艹巴,,,,,
𢯔,扌舌刂,,,,,
𢯕,扌宀且,,,,,
𢯖,扌忄土厶,,,,,
𢯗,扌禾子,,,,,
𢯘,扌艹亻𠤎,,,,,
𢯙,扌𠂉大口,,,,,
𢯚,扌爫子乚,,,,,
𢯛,扌氵立,,,,,
𢯜,扌糹卜,,,,,
𢯝,扌氵半,,,,,
𢯞,扌一弋止,,,,,
𢯟,扌土日一,,,,,
𢯠,扌氵皮,,,,,
𢯡,扌亠厶⺝,,,,,
𢯢,扌戶斤,,,,,
𢯣,手水水,,,,,
𢯤,扌日〈卬左〉卩,,,,,
𢯥,扌艹一兀,,,,,
𢯦,扌來,,,,,
𢯧,扌㐅㐅攵,,,,,
𢯨,扌艹一巾,,,,,
𢯩,扌貝刂,,,,,
𢯪,扌广䒑〈艸左〉,,,,,
𢯫,扌〈段左〉殳,,,,,
𢯬,扌一冂人⺊又,,,,,
𢯭,扌龹巾,,,,,
𢯮,扌田⺝,扌田⺼,,,,
𢯯,扌虍巾,,,,,
𢯰,扌彳⺕キ,,,,,
𢯱,扌宀火又,扌宀八人又,,,,
𢯲,目又〈丶丶〉手,,,,,
𢯳,扌爫巳又,,,,,
𢯴,扌宀亠八乂,,,,,
𢯵,扌目ユ人,,,,,
𢯶,扌宀至,,,,,
𢯷,扌韋,,,,,
𢯸,扌癶殳,,,,,
𢯹,扌廿〈革下〉,,,,,
𢯺,扌丿口〈禺下〉,,,,,
𢯻,扌亠八口儿,,,,,
𢯼,扌行氵,,,,,
𢯽,扌艹且,,,,,
𢯾,扌冂二目,,,,,
𢯿,扌艹包,,,,,
𢰀,扌艹人小,,,,,
𢰁,扌土日厶,,,,,
𢰂,扌斤示,,,,,
𢰃,扌宀八丿大,扌宀儿丿大,,,,
𢰄,扌勹車,,,,,
𢰅,扌弓弓一八,,,,,
𢰆,扌艹亻寸,,,,,
𢰇,扌亻厶𠂉大,,,,,
𢰈,扌𠂉口口,扌𠂉口丿口,,,,
𢰉,扌宀八厶儿,扌宀儿厶儿,,,,
𢰊,扌口口寸,,,,,
𢰋,扌囗而,,,,,
𢰌,扌罒心,,,,,
𢰍,扌〈享上〉火,,,,,
𢰎,扌〈带上〉一井,扌丗井,,,,
𢰏,扌爫冖子,,,,,
𢰐,扌日八寸,,,,,
𢰑,扌亻几乛龰,,,,,
𢰒,扌大丷⺝,扌大丷⺼,,,,
𢰓,扌舟阝,,,,,
𢰔,扌干人人凵,扌千人人凵,,,,
𢰕,扌弓囗〈丿丿〉丶,扌弓囗夊,,,,
𢰖,扌亼臼,,,,,
𢰗,扌至阝,,,,,
𢰘,扌〈囟框〉人廾,,,,,
𢰙,扌至寸,,,,,
𢰚,扌ㅌ而,,,,,
𢰛,扌丿屮凵尢,,,,,
𢰜,扌亠小𧘇,,,,,
𢰝,扌艹戈丿,,,,,
𢰞,〈攺左〉〈民下〉攵手,,,,,
𢰟,扌丰刀廾,,,,,
𢰠,扌山幺幺,,,,,
𢰡,扌亻ユ𠂉大,,,,,
𢰢,扌䒑自,,,,,
𢰣,火术手,火朮手,,,,
𢰤,扌立口亅,,,,,
𢰥,扌艹厶口,,,,,
𢰦,扌𡗗日,,,,,
𢰧,扌方𠂉子,,,,,
𢰨,忄一〈炙上〉一手,,,,,
𢰩,扌䒑幺幺,,,,,
𢰪,扌龹口,,,,,
𢰫,扌工兆,,,,,
𢰬,扌〈于下〉⺕〈冫く〉,,,,,
𢰭,扌龴冂キ力,,,,,
𢰮,扌古月,扌古⺼,,,,
𢰯,扌十口人⺀,,,,,
𢰰,扌癶丰,,,,,
𢰱,扌癶手,,,,,
𢰲,扌〈声下〉目,,,,,
𢰳,扌覀女,,,,,
𢰴,扌古攵,,,,,
𢰵,扌虍一〈于下〉,,,,,
𢰶,扌艹冂大,,,,,
𢰷,扌⺊口灬,,,,,
𢰸,扌咼,,,,,
𢰹,扌糹勹丶,,,,,
𢰺,扌⺈且八,,,,,
𢰻,扌臼丨丂,,,,,
𢰼,扌⺈大犬,,,,,
𢰽,扌⺈⺕心,,,,,
𢰾,扌厶口心,,,,,
𢰿,龵目手,手目手,,,,
𢱀,火禾手,,,,,
𢱁,扌艹目,,,,,
𢱂,扌大丷丿キ,扌大丷一キ,,,,
𢱃,扌禾⺀十,,,,,
𢱄,扌爫㔾丶又,,,,,
𢱅,扌广⺕人𠃊,,,,,
𢱆,扌冫欠口,,,,,
𢱇,扌宀八㐅乂,扌宀儿㐅乂,,,,
𢱈,扌Ｐ二コ又,,,,,
𢱉,扌不一止,,,,,
𢱊,扌亠日小,,,,,
𢱋,扌广廿又,,,,,
𢱌,扌力口木,,,,,
𢱍,扌⺈口儿力,,,,,
𢱎,扌龵一丰,,,,,
𢱏,扌訁丁,,,,,
𢱐,扌女兆,,,,,
𢱑,扌宀八爪,扌宀儿爪,,,,
𢱒,扌⺷大,,,,,
𢱓,扌氵⺧儿,,,,,
𢱔,扌八刀皿,,,,,
𢱕,扌大耳,,,,,
𢱖,扌甘木,,,,,
𢱗,扌艹古,,,,,
𢱘,扌立丿彡,,,,,
𢱙,扌子亠〈亥中〉人,,,,,
𢱚,扌風,,,,,
𢱛,扌氵西,,,,,
𢱜,扌彳土寸,,,,,
𢱝,扌艹屮凵,,,,,
𢱞,手艹屮凵,,,,,
𢱟,扌屮一虫,扌〈艸左〉一虫,,,,
𢱠,扌木口口,,,,,
𢱡,扌⺌貝,,,,,
𢱢,扌十冖糸,,,,,
𢱣,扌〈冫く〉人⺝,扌〈冫く〉人⺼,,,,
𢱤,扌䒑大辶,,,,,
𢱥,扌⺕冖巾又,,,,,
𢱦,扌日勹〈丿丿〉刂,,,,,
𢱧,扌〈囟框〉㐅〈比左〉匕,,,,,
𢱨,扌文糸,,,,,
𢱩,扌田八夊,扌田儿夊,,,,
𢱪,扌𠂇口冂口,,,,,
𢱫,扌罒一止,,,,,
𢱬,土䒑十勹手,,,,,
𢱭,扌十卄大十,,,,,
𢱮,扌心丿皿,,,,,
𢱯,臣𠂉⺀手,,,,,
𢱰,扌〈囟框〉夊廾,,,,,
𢱱,扌宀一冂巳一,,,,,
𢱲,扌臼廾,扌⺽廾,,,,
𢱳,扌勹廿火,,,,,
𢱴,扌十龷木,,,,,
𢱵,一夕⺊〈二〉又手,,,,,
𢱶,扌⺮心,,,,,
𢱷,扌土⺕冖又,,,,,
𢱸,扌艮辶,,,,,
𢱹,扌豸寸,,,,,
𢱺,扌皮皮,,,,,
𢱻,扌丿田𠂇又,,,,,
𢱼,扌覀丿廾,,,,,
𢱽,扌一夕㔾心,,,,,
𢱾,扌覀火,,,,,
𢱿,扌甫𠃋人,,,,,
𢲀,扌一夕匕心,,,,,
𢲁,扌宀八一𠄌⺄丶,扌宀儿一𠄌⺄丶,,,,
𢲂,扌月䒑大,,,,,
𢲃,扌扌斤口,,,,,
𢲄,扌廿𠃊冖巾,,,,,
𢲅,扌大丷日乚,,,,,
𢲆,扌木冂攵,,,,,
𢲇,扌癶禾,,,,,
𢲈,扌尸彳十又,,,,,
𢲉,扌癶示,,,,,
𢲊,扌艹力力力,,,,,
𢲋,扌日宀女,,,,,
𢲌,扌身寸,,,,,
𢲍,扌⺈冂八⺝,扌⺈冂八月,,,,
𢲎,扌舟犬,,,,,
𢲏,扌丿丷𠂇目,,,,,
𢲐,扌丿㠯一巾,扌丿〈官下〉一巾,,,,
𢲑,扌⺮丿大,,,,,
𢲒,手户习习,手戶习习,,,,
𢲓,臼大手,,,,,
𢲔,扌王ソ王,,,,,
𢲕,扌癶𠂉大,,,,,
𢲖,扌一〢匚コ土,,,,,
𢲗,扌罒示,,,,,
𢲘,扌宀八大丷,扌宀儿大丷,,,,
𢲙,扌户亠𧘇,,,,,
𢲚,扌𠃌一口厶口,,,,,
𢲛,扌彳走,,,,,
𢲜,扌隹十,,,,,
𢲝,糹七凵手,,,,,
𢲞,扌丰刀手,,,,,
𢲟,扌宀辛,,,,,
𢲠,扌耳冖儿,,,,,
𢲡,扌亼口手,,,,,
𢲢,扌阝人〈余下〉,,,,,
𢲣,扌立日乚,,,,,
𢲤,龵〈享上〉冂口,,,,,
𢲥,扌釒十,,,,,
𢲦,扌耳戈,,,,,
𢲧,扌艹亠〈亥中〉人,,,,,
𢲨,扌氵𠂉母,,,,,
𢲩,扌糹及,,,,,
𢲪,扌土甲二,,,,,
𢲫,扌馬,,,,,
𢲬,扌一夕丿未,,,,,
𢲭,扌西一己,,,,,
𢲮,扌耳止,,,,,
𢲯,扌氵大人人,,,,,
𢲰,扌月勹日,扌⺼勹日,,,,
𢲱,手〈冓上〉冉,,,,,
𢲲,扌丶〈即左〉阝,,,,,
𢲳,扌土〈亦下〉攵,,,,,
𢲴,尸示寸手,,,,,
𢲵,扌卄日日,,,,,
𢲶,扌⺮且,,,,,
𢲷,扌宀八亠八乂,扌宀儿亠八乂,,,,
𢲸,扌⺊囗㐅〈四点〉,,,,,
𢲹,扌⺮厶口,,,,,
𢲺,扌⺮人小,,,,,
𢲻,扌宀耳又,,,,,
𢲼,扌宀八至,扌宀儿至,,,,
𢲽,扌⺁虍巾,,,,,
𢲾,扌門〈于下〉丿,,,,,
𢲿,⺮工几手,,,,,
𢳀,扌麻,,,,,
𢳁,广非手,,,,,
𢳂,扌日龷十,扌田龷十,,,,
𢳃,扌一止丂灬,,,,,
𢳄,扌方𠂉乛龰,,,,,
𢳅,广牛冂刂手,,,,,
𢳆,扌龶〈万下〉攵,扌士方攵,,,,
𢳇,扌方𠂉𠂉大,,,,,
𢳈,方𠂉𠂉大手,,,,,
𢳉,糹勹口手,,,,,
𢳊,扌土八土丸,扌土儿土丸,,,,
𢳋,扌广〈卑上〉十,,,,,
𢳌,扌卝土丶𠃌㇇乚,,,,,
𢳍,扌覀大巳,扌覀大㔾,,,,
𢳎,扌十⺿大十,,,,,
𢳏,扌糹由,扌糸由,,,,
𢳐,扌山而刂,,,,,
𢳑,扌艹丶艮,,,,,
𢳒,扌戈丿大女,,,,,
𢳓,扌⺮丿𠂇又,扌⺮丿𠂇乂,,,,
𢳔,宀亻丆日手,,,,,
𢳕,扌山八人⺝,扌山八人月,,,,
𢳖,扌忄一舟一,,,,,
𢳗,扌一夕夊木,,,,,
𢳘,扌言辶,,,,,
𢳙,扌宀八兆,扌宀儿兆,,,,
𢳚,扌〈鳥上〉木,,,,,
𢳛,扌虍日一,,,,,
𢳜,扌彳止龰,,,,,
𢳝,扌廿〈革下〉力,,,,,
𢳞,扌耳冉,,,,,
𢳟,扌龴冂キ辶,,,,,
𢳠,扌艹犬廾,,,,,
𢳡,扌宀日亠八,,,,,
𢳢,扌〢匕見,,,,,
𢳣,扌〈立上〉冂八口,扌〈立上〉冂儿口,,,,
𢳤,扌宀八亠𧘇,扌宀儿亠𧘇,,,,
𢳥,扌⺧口辶,,,,,
𢳦,扌宀八⺁𧘇,扌宀儿⺁𧘇,,,,
𢳧,扌广⺕氺,,,,,
𢳨,扌𡗗虫,,,,,
𢳩,扌耂一口〢一,,,,,
𢳪,扌木口辶,,,,,
𢳫,扌弓長,,,,,
𢳬,扌⻗⺕,,,,,
𢳭,扌十卄石,扌十⺿石,,,,
𢳮,扌木口斤,,,,,
𢳯,扌木口攵,,,,,
𢳰,扌癶虫,,,,,
𢳱,扌乛龰虫,,,,,
𢳲,扌尸氵皮,,,,,
𢳳,扌山亼冂卄,,,,,
𢳴,扌止〈小〉戈,,,,,
𢳵,扌虍一龰,,,,,
𢳶,扌魚,,,,,
𢳷,扌⺈冂人皿,,,,,
𢳸,扌爫𠂉一止,,,,,
𢳹,扌户甫,扌戶甫,,,,
𢳺,扌𠂉母攵,,,,,
𢳻,扌爫冖𠂇又丶,,,,,
𢳼,扌心丿亠八乂,,,,,
𢳽,扌禾刂又又,,,,,
𢳾,扌丿車一力,,,,,
𢳿,扌广一⺕龰,,,,,
𢴀,扌宀亻一囗人,,,,,
𢴁,扌廿口夫,,,,,
𢴂,扌匚户冂卄,,,,,
𢴃,扌王〈厂〉勹〈丿丿〉㇏,,,,,
𢴄,扌罒习习,,,,,
𢴅,扌〈享上〉冖毛,,,,,
𢴆,扌氵龶⺝,扌氵龶月,,,,
𢴇,扌土䒑十丸,,,,,
𢴈,扌⺮日一,,,,,
𢴉,扌艹人〈余下〉,,,,,
𢴊,扌豕辶,,,,,
𢴋,扌糹夂⺀,,,,,
𢴌,扌門口,,,,,
𢴍,扌宀一由八,,,,,
𢴎,扌月丷口儿,,,,,
𢴏,扌氵爫壬,,,,,
𢴐,扌禾夕夕,,,,,
𢴑,扌丿米心,,,,,
𢴒,扌〈享上〉了灬,,,,,
𢴓,扌不見,,,,,
𢴔,扌貝⺁又,,,,,
𢴕,扌宀一皿丁,,扌宀丆皿丁,,,
𢴖,扌户攵口,,,,,
𢴗,扌氵火火,,,,,
𢴘,扌犭龶⺝,扌犭龶月,,,,
𢴙,扌口來,,,,,
𢴚,扌匚艹𠂇口,扌匸艹𠂇口,,,,
𢴛,扌斤扌十又,,,,,
𢴜,扌白〈冫く〉几,,,,,
𢴝,手艹阝一兀,,,,,
𢴞,龵罒亻人人,手罒亻人人,龵皿丨丿人人,,,
𢴟,扌阝木日,,,,,
𢴠,扌〈立上〉戈日,,,,,
𢴡,扌臣又手,,,,,
𢴢,扌十卄貝,,,,,
𢴣,扌丷〈曾中〉日,,,,,
𢴤,扌⺌冖口木,,,,,
𢴥,扌〈惠上〉心,,,,,
𢴦,扌工頁,,,,,
𢴧,扌弋二貝,,,,,
𢴨,扌〈立上〉冖巾口,,,,,
𢴩,扌⺮⺕キ,,,,,
𢴪,扌士示欠,,,,,
𢴫,扌巛冂人⺇キ,,,,,
𢴬,扌王文王,,,,,
𢴭,糹⺈巴手,,,,,
𢴮,扌虍业,扌虍〈虛下〉,,,,
𢴯,扌卝土䒑口,,,,,
𢴰,扌幺幺戈人,,,,,
𢴱,扌厶厶厶糸,,,,,
𢴲,扌丰刀糸,,,,,
𢴳,氵日一勹〈丿丿〉手,,,,,
𢴴,扌⺊夕刂亠𧘇,,,,,
𢴵,扌火火火,,,,,
𢴶,扌亠〈馬上〉𧘇,,,,,
𢴷,大䒑十⺄〈龵下〉手,,,,,
𢴸,土八土⺄〈龵下〉手,土儿土⺄〈龵下〉手,,,,
𢴹,扌丿人人人人土,,,,,
𢴺,厂䒑〈艸左〉欠手,,,,,
𢴻,扌木木⺊又,,,,,
𢴼,扌⺈臼夊,扌⺈⺽夊,,,,
𢴽,手土土土兀,,,,,
𢴾,扌非心,,,,,
𢴿,扌十早月,,,,,
𢵀,扌⺮勹日,,,,,
𢵁,扌月勹米,,,,,
𢵂,扌人⺊⺕⺊廴,,,,,
𢵃,扌日日心,,,,,
𢵄,扌人人人人日,,,,,
𢵅,扌𠂉大見,,,,,
𢵆,扌⻗一〈至上〉,,,,,
𢵇,扌卝土永,,,,,
𢵈,扌羊䒑口,扌⺷䒑口,,,,
𢵉,扌貝丿之,,,,,
𢵊,扌礻一〈壴下〉,,,,,
𢵋,扌耂日阝,,,,,
𢵌,扌阝丷豕,,,,,
𢵍,扌一夕一夕木,,,,,
𢵎,扌卝干永,,,,,
𢵏,扌止舟刂,,,,,
𢵐,扌户⺝犬,扌戶⺼犬,,,,
𢵑,扌耳䒑大,,,,,
𢵒,扌走刀口,,,,,
𢵓,扌士〈壴下〉彡,,,,,
𢵔,扌尸子子子,,,,,
𢵕,扌十早牛,,,,,
𢵖,扌艹口包,,,,,
𢵗,扌艹勹米,,,,,
𢵘,扌艹勹𠂉十凵,,,,,
𢵙,扌艹八刀木,,,,,
𢵚,扌貝⺊口,,,,,
𢵛,扌艹爫木,,,,,
𢵜,扌牛牜牛,扌牛牛牛,,,,
𢵝,扌犭艹田,,,,,
𢵞,扌户非,扌戶非,,,,
𢵟,扌冂大貝,,,,,
𢵠,角刀匸丨手,,,,,
𢵡,釒欠手,,,,,
𢵢,扌門文,,,,,
𢵣,扌亞心,,,,,
𢵤,冂二⺝犬手,,,,,
𢵥,禾⺌⺝手,禾⺌⺼手,,,,
𢵦,扌𠂉大一〈壴下〉,,,,,
𢵧,扌門日,,,,,
𢵨,土䒑十卩又手,,,,,
𢵩,龵阝丷豕,,,,,
𢵪,扌非文,,,,,
𢵫,扌丷西一大,,,,,
𢵬,龵巳巳龷八,,,,,
𢵭,扌艹來,,,,,
𢵮,扌矛冂八口,扌矛冂儿口,,,,
𢵯,扌罒貝,,,,,
𢵰,扌糹亼口,,,,,
𢵱,扌門一廾,,,,,
𢵲,扌口立丿彡,,,,,
𢵳,扌木木木,,,,,
𢵴,扌止⺕冖巾,,,,,
𢵵,扌艹日木,,,,,
𢵶,扌釒七凵,,,,,
𢵷,扌宀丰口刂,,,,,
𢵸,扌隹木,,,,,
𢵹,扌疒𠂉母,,,,,
𢵺,扌氵其𠃊,,,,,
𢵻,扌氵耂日,,,,,
𢵼,扌走戈𠄌,,,,,
𢵽,扌㇇止木口,,,,,
𢵾,扌爫立口,,,,,
𢵿,白方⺊又手,,,,,
𢶀,扌罒非,,,,,
𢶁,扌覀日丿十,,,,,
𢶂,扌冖車辶,,,,,
𢶃,扌火頁,,,,,
𢶄,扌夫頁,,,,,
𢶅,扌⺮工人人,,,,,
𢶆,扌日匃欠,,,,,
𢶇,扌火火冖⺄十,,,,,
𢶈,扌弓工工口,,,,,
𢶉,扌⻗包,,,,,
𢶊,扌宀〈冓上〉八巳,,,,,
𢶋,扌十戈口王,扌十戈口𡈼,,,,
𢶌,扌⺮氵小丿,,,,,
𢶍,扌一大非一,,,,,
𢶎,扌釒瓜,,,,,
𢶏,扌覀示刂,,,,,
𢶐,扌虍一〈壴下〉,,,,,
𢶑,扌〈鳥上〉亠𧘇,,,,,
𢶒,扌亼〈曾中〉日,,,,,
𢶓,扌自辛,,,,,
𢶔,扌日罒方,扌冂二罒方,,,,
𢶕,扌䒑⺝刂灬,扌䒑月刂灬,,,,
𢶖,扌亼⺝刂欠,扌亼月巜欠,,,,
𢶗,屮凵方攵手,,,,,
𢶘,扌一隹辶,,,,,
𢶙,扌臼工殳,扌臼土殳,,,,
𢶚,扌馬廾,,,,,
𢶛,扌子丿糸廾,,,,,
𢶜,亠乡隹手,,,,,
𢶝,扌⺕土足,,,,,
𢶞,扌⺈⺕攵灬,,,,,
𢶟,手山鬼,,,,,
𢶠,扌⺮⺌⺝,扌⺮⺌⺼,,,,
𢶡,白方攵手,,,,,
𢶢,扌丿罒〈豕下〉丶,,,,,
𢶣,扌又又又冖且,,,,,
𢶤,扌廿〈革下〉亻𠤎,扌廿〈革下〉亻匕,,,,
𢶥,扌氵隹十,,,,,
𢶦,扌夂工貝,,,,,
𢶧,扌立丿〈兼下〉,,,,,
𢶨,扌䒑⺝刂火,扌䒑月刂火,,,,
𢶩,扌𡗗日戈,,,,,
𢶪,扌十戈車,,扌土車戈,,,
𢶫,扌耳口王,扌耳口𡈼,,,,
𢶬,扌艹〈祭上〉丰,,,,,
𢶭,扌艹日包,,,,,
𢶮,扌山馬,,,,,
𢶯,扌艹日〈禺下〉,,,,,
𢶰,扌艹勹〈丿丿〉丶心,,,,,
𢶱,扌白攵木,,,,,
𢶲,扌禾火心,,,,,
𢶳,扌一〈至上〉廿𠃊木,,,,,
𢶴,扌䒑幺幺心,,,,,
𢶵,扌尸氺屮凵,,,,,
𢶶,扌立日心,,,,,
𢶷,扌角刀牛,,,,,
𢶸,扌亠囗口禾,,,,,
𢶹,扌日立日,,,,,
𢶺,扌宀八⺈臼,,,,,
𢶻,扌艹風,,,,,
𢶼,扌山鬼,,,,,
𢶽,扌阝爫臼,扌阝〈豸上〉臼,,,,
𢶾,扌𠂉大隹,,,,,
𢶿,扌⺁十目辶,,,,,
𢷀,扌亼⺝刂心,,,,,
𢷁,扌月十冂䒑十,扌⺼十冂䒑十,,,,
𢷂,扌⺊夕又米,,,,,
𢷃,扌門亠巾,,,,,
𢷄,扌氵戈丿一火,,,,,
𢷅,扌⻊夂口,,,,,
𢷆,龵亠囗口日一,,,,,
𢷇,扌土人人人人八,,,,,
𢷈,扌宀八尸屮凵,扌宀儿尸屮凵,,,,
𢷉,扌立毛毛,,,,,
𢷊,扌丷豕辶,,,,,
𢷋,扌覀示寸,,,,,
𢷌,扌〈壳上〉石木,,,,,
𢷍,扌爫工⺕心,,,,,
𢷎,扌屮〈艸左〉屮木一,扌〈艸左〉〈艸左〉屮大十,,,,
𢷏,扌亻业⺶㇏,,,,,
𢷐,扌十冖田厶龰,,,,,
𢷑,扌日幺幺灬,,,,,
𢷒,扌立日匃,,,,,
𢷓,扌土〈亦下〉土〈亦下〉,,,,,
𢷔,扌方𠂉大丁口,,,,,
𢷕,扌豸白儿,,,,,
𢷖,扌幺幺〈㡭左〉幺幺,,,,,
𢷗,扌耳又丿〈乑下〉,扌耳又亻人人,,,,
𢷘,扌宀〈冓上〉八手,,,,,
𢷙,扌⺮宀八工,扌⺮宀儿工,,,,
𢷚,扌癶一〈壴下〉刂,,,,,
𢷛,扌⻗夕夂,,,,,
𢷜,扌木口木口,,,,,
𢷝,扌⺆キ⺆キ心,,,,,
𢷞,扌艹土厶皿,,,,,
𢷟,扌十冖田乛龰,,,,,
𢷠,扌千〈柬中〉二灬,,,,,
𢷡,扌一冂人一冂人木,,,,,
𢷢,扌立早阝,,,,,
𢷣,扌〈臼〉丂丨八,,,,,
𢷤,扌宀〈声下〉貝,,,,,
𢷥,扌米廿夫,,,,,
𢷦,扌車車,,,,,
𢷧,扌皮頁,,,,,
𢷨,扌亼口手手,,,,,
𢷩,扌⺮丿〈㢟右〉廴,扌⺮丿止廴,,,,
𢷪,扌鬼⺀十,,,,,
𢷫,扌爫𠂉十凵辶,扌〈炙上〉𠂉十凵辶,,,,
𢷬,扌二乛〈贵上〉口寸,,,,,
𢷭,扌馬𧘇,,,,,
𢷮,扌业⺷寸,,,,,
𢷯,扌匚口口口大,扌匸口口口大,,,,
𢷰,扌車一巛工,,,,,
𢷱,扌广〈婁上〉女,,,,,
𢷲,扌〈臼〉⺝八,,,,,
𢷳,扌⺈冂人目夊,,,,,
𢷴,扌匚〈贵上〉貝,,,,,
𢷵,扌𠂉〈無中〉夕匸丨,,,,,
𢷶,扌〈留左上〉刀金刂,,,,,
𢷷,扌⺮耂日,扌⺮耂日丶,,,,
𢷸,扌彳山一王攵,扌彳山一𡈼攵,,,,
𢷹,扌广甲二八土,扌广甲二儿土,,,,
𢷺,扌士罒貝,,,,,
𢷻,扌糹彑〈豕下〉,,,,,
𢷼,扌亻人人人人丆工,,,,,
𢷽,扌〈即左〉匸儿木,扌白匕匸儿木,,,,
𢷾,扌戈丿⺊一小心,,,,,
𢷿,扌小隹戈,,,,,
𢸀,扌士示⺕氺,,,,,
𢸁,〈臼〉同八手,,,,,
𢸂,扌〈臼〉幺火,,,,,
𢸃,扌罒土口𧘇,,,,,
